iter	Logloss
724	0.1356738164
725	0.1355254742
726	0.1353694842
727	0.1353041942
728	0.1352351537
729	0.135187956
730	0.1350406683
731	0.1348891992
732	0.1348714828
733	0.1347598479
734	0.1345713597
735	0.1344991647
736	0.1344389915
737	0.1342780223
738	0.134083271
739	0.1340484803
740	0.1339307748
741	0.133832308
742	0.1337188574
743	0.1336196386
744	0.1335178155
745	0.1334180098
746	0.1332808641
747	0.133213034
748	0.1331523198
749	0.1329790079
750	0.1328379191
751	0.1327423866
752	0.1325964194
753	0.1324003476
754	0.1322474938
755	0.1320948417
756	0.1319874433
757	0.1318825758
758	0.1317581489
759	0.1316544826
760	0.1315276806
761	0.1314066924
762	0.1313655285
763	0.13124399
764	0.1311848989
765	0.1310405364
766	0.1309770621
767	0.130911717
768	0.1308019528
769	0.1306326298
770	0.1304744024
771	0.1303597047
772	0.130128026
773	0.130110759
774	0.1299792803
775	0.1298986582
776	0.1297784585
777	0.1296939758
778	0.129618388
779	0.1295691545
780	0.1294480471
781	0.1292283352
782	0.1291909034
783	0.1290296683
784	0.128925241
785	0.1287700763
786	0.1286104184
787	0.1285526752
788	0.1284694855
789	0.1283528071
790	0.1282131489
791	0.1280669432
792	0.1279625526
793	0.1278973634
794	0.1278412067
795	0.1277685991
796	0.127600569
797	0.1275483828
798	0.1273840758
799	0.1272960168
800	0.1270752687
801	0.1270310512
802	0.1269634687
803	0.1268546306
804	0.1267360999
805	0.1266098206
806	0.1265267684
807	0.1264541057
808	0.1262806929
809	0.1262089931
810	0.1261117733
811	0.1259780297
812	0.1258791685
813	0.1257873865
814	0.1255831718
815	0.1255521774
816	0.1253911257
817	0.1252983533
818	0.1252112755
819	0.1251540001
820	0.1250650974
821	0.1250128196
822	0.1249285294
823	0.1248391408
824	0.1248042583
825	0.1246495797
826	0.1245019252
827	0.124441697
828	0.1244115463
829	0.1242704483
830	0.1241184015
831	0.1239555341
832	0.1237557668
833	0.1236397578
834	0.1235528726
835	0.1234409901
836	0.1232937574
837	0.1232175827
838	0.123071643
839	0.1230382186
840	0.1228654201
841	0.1228104921
842	0.1226426088
843	0.1225464527
844	0.1225009148
845	0.1224201826
846	0.1223895825
847	0.1223151959
848	0.1222510154
849	0.1221164923
850	0.1219491592
851	0.1218697841
852	0.1218110598
853	0.1217794602
854	0.1216187936
855	0.1215088001
856	0.1213692335
857	0.1212674838
858	0.1211816164
859	0.1210600046
860	0.1209659943
861	0.1207715365
862	0.1206924732
863	0.120657875
864	0.1205929976
865	0.120500748
866	0.1203306638
867	0.1202307664
868	0.1200773349
869	0.1199631232
870	0.119887783
871	0.1198111681
872	0.1196239361
873	0.1194734207
874	0.1193282329
875	0.1192182761
876	0.1191104559
877	0.1190872376
878	0.1189676798
879	0.1188887266
880	0.1187201463
881	0.1185767284
882	0.1184447178
883	0.1183573741
884	0.118291809
885	0.1181791929
886	0.1181376439
887	0.1180683099
888	0.1179497425
889	0.1178477911
890	0.1177896353
891	0.1177067665
892	0.1175670624
893	0.1174831849
894	0.1173746219
895	0.1172726705
896	0.1171944416
897	0.1170581212
898	0.1169581413
899	0.1168456444
900	0.1167365954
901	0.1165756812
902	0.1165190293
903	0.1164336571
904	0.1163095052
905	0.1162336056
906	0.1160583955
907	0.1159950403
908	0.1159056517
909	0.1157335135
910	0.1156465916
911	0.1155824661
912	0.1155090515
913	0.1154214144
914	0.1152397853
915	0.1151668108
916	0.1150603478
917	0.1148847617
918	0.1147003449
919	0.1145807138
920	0.1145135623
921	0.1143807631
922	0.1143179123
923	0.1141973275
924	0.1140590539
925	0.1139831818
926	0.1138900794
927	0.113765955
928	0.113690037
929	0.1136061778
930	0.1135008702
931	0.1132380962
932	0.1131725953
933	0.1130485535
934	0.1129246492
935	0.1128088603
936	0.1126852769
937	0.1125522944
938	0.1124632634
939	0.1123815683
940	0.1122358762
941	0.112140142
942	0.1120495154
943	0.1119954403
944	0.1118735075
945	0.1117516848
946	0.111642324
947	0.1115599779
948	0.1114512132
949	0.1113153421
950	0.1112702626
951	0.1112275857
952	0.1110860384
953	0.1109738442
954	0.1108344977
955	0.1107514363
956	0.1106638542
957	0.1105973721
958	0.1105685509
959	0.110517621
960	0.1104090581
961	0.1103579448
962	0.1103091057
963	0.1102422568
964	0.1101410206
965	0.1101061014
966	0.1099931277
967	0.1098109117
968	0.109779578
969	0.1096561505
970	0.1095796365
971	0.1094708809
972	0.1093370181
973	0.1093050333
974	0.1092245579
975	0.109154096
976	0.1091086681
977	0.109007221
978	0.1089380888
979	0.1088103514
980	0.1086919308
981	0.1085809469
982	0.1084863956
983	0.1084200877
984	0.1083454352
985	0.1082779444
986	0.1081636686
987	0.1080621939
988	0.1079651851
989	0.1078775479
990	0.107766344
991	0.1076827324
992	0.1075991851
993	0.1074658541
994	0.1073459662
995	0.1071932958
996	0.1070905282
997	0.1069104213
998	0.1068276992
999	0.1067596032
